ticker,date,open,high,low,close,volume,source,collected_at
INTC,2022-03-15,41.5865,41.9607,41.1845,41.8769,36862200.0,stooq,2026-05-21 19:51:15.904771+00:00
INTC,2022-03-16,42.3344,43.5769,42.3062,43.5769,41609615.0,stooq,2026-05-21 19:51:15.904771+00:00
INTC,2022-03-17,43.2879,44.191,42.7357,44.0535,30555403.0,stooq,2026-05-21 19:51:15.904771+00:00
INTC,2022-03-18,43.7551,44.484,43.315,44.3436,49476250.0,stooq,2026-05-21 19:51:15.904771+00:00
INTC,2022-03-21,44.3531,44.7544,43.9837,44.2871,35216513.0,stooq,2026-05-21 19:51:15.904771+00:00
INTC,2022-03-22,44.3898,45.2969,44.2966,45.2215,29879487.0,stooq,2026-05-21 19:51:15.904771+00:00
INTC,2022-03-23,45.2875,46.334,44.9134,45.1094,39727260.0,stooq,2026-05-21 19:51:15.904771+00:00
INTC,2022-03-24,45.474,48.2685,45.409,48.2403,55298195.0,stooq,2026-05-21 19:51:15.904771+00:00
INTC,2022-03-25,47.371,48.5756,47.1467,48.4371,35578780.0,stooq,2026-05-21 19:51:15.904771+00:00
INTC,2022-03-28,47.9972,48.1942,47.2496,48.1376,24538889.0,stooq,2026-05-21 19:51:15.904771+00:00
INTC,2022-03-29,48.5955,48.8669,47.9181,48.8291,29216463.0,stooq,2026-05-21 19:51:15.904771+00:00
INTC,2022-03-30,48.8291,49.0722,47.8664,48.0632,26348240.0,stooq,2026-05-21 19:51:15.904771+00:00
INTC,2022-03-31,47.8477,47.9041,46.269,46.3152,46759523.0,stooq,2026-05-21 19:51:15.904771+00:00
INTC,2022-04-01,46.5676,46.6334,44.2267,44.9605,49863017.0,stooq,2026-05-21 19:51:15.904771+00:00
INTC,2022-04-04,45.0161,46.007,44.7779,45.9788,25479422.0,stooq,2026-05-21 19:51:15.904771+00:00
INTC,2022-04-05,45.633,45.7735,44.876,44.9795,27585126.0,stooq,2026-05-21 19:51:15.904771+00:00
INTC,2022-04-06,44.3343,45.0161,44.1476,44.4276,33726789.0,stooq,2026-05-21 19:51:15.904771+00:00
INTC,2022-04-07,44.32,44.7731,43.7077,44.4464,25806482.0,stooq,2026-05-21 19:51:15.904771+00:00
INTC,2022-04-08,44.1845,44.4651,43.7786,43.9415,23720179.0,stooq,2026-05-21 19:51:15.904771+00:00
INTC,2022-04-11,43.8294,44.1984,43.4837,43.5213,32478816.0,stooq,2026-05-21 19:51:15.904771+00:00
INTC,2022-04-12,44.222,44.7731,43.3716,43.4553,31953313.0,stooq,2026-05-21 19:51:15.904771+00:00
